"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"20G",4330,"Sapindaceae","Dimocarpus","longan","Dimocarpus longan","Tree",10.34,54.43,0.7,0.232684016,1,0,"No",0.189968767
"20G",4334,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",19.81,141.97,0.53,1.583007768,1,0,"No",0.139536522
"20G",4335,NA,NA,NA,NA,"Tree",14.72,17.83,0.62,0.024968507,1,0,"No",0.825574874
"20G",4336,"Euphorbiaceae","Hura","crepitans","Hura crepitans","Tree",7.93,20.37,0.37,0.032589068,1,0,"No",0.389297987
"20G",4337,NA,NA,NA,NA,"Tree",11.2,22.28,0.62,0.038987039,1,0,"No",0.502692998
"20G",4339,"Fabaceae","Brownea","grandiceps","Brownea grandiceps","Tree",11.49,40.46181163,1.21,0.128582104,5,1,"Yes",0.283971467
"20G",4340,"Malvaceae",NA,NA,NA,"Tree",19.69,49.34,0.47,0.191200125,1,0,"No",0.399067694
"20G",4342,NA,NA,NA,NA,"Tree",23.31,34.38,0.62,0.092832838,1,0,"No",0.678010471
"20G",4344,"Malvaceae","Pachyra",NA,NA,"Tree",8,20.05,0.27,0.031573203,1,0,"No",0.399002494
"20G",4348,"Malvaceae","Theobroma","speciosum","Theobroma speciosum","Tree",12.36,12.35,0.79,0.011979089,1,0,"No",1.000809717
"20G",4353,"Malvaceae","Pachyra",NA,NA,"Tree",12.29,26.04,0.27,0.053256404,1,0,"No",0.471966206
"20G",4355,"Caricaceae","Jacaratia",NA,NA,"Tree",17.98,23.36,0.27,0.042858361,1,0,"No",0.769691781
"20G",4356,"Fabaceae","Brownea","grandiceps","Brownea grandiceps","Tree",7.59,25.24226812,1.21,0.05004338,4,1,"Yes",0.300686133
"20G",4358,"Fabaceae","Brownea","grandiceps","Brownea grandiceps","Tree",6.33,15.6,1.21,0.01911345,1,0,"No",0.405769231
"20H",4360,"Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Tree",7.62,24,0.67,0.045238934,1,0,"No",0.3175
"20H",4361,"Fabaceae","Brownea","coccinea","Brownea coccinea","Tree",8.19,25.66565994,1.21,0.051736227,2,1,"Yes",0.319103425
"20H",4362,"Fabaceae","Brownea","longipedicellata","Brownea longipedicellata","Tree",9.16,71.94,1.21,0.406472107,1,0,"No",0.127328329
"20H",4364,"Malvaceae","Theobroma","speciosum","Theobroma speciosum","Tree",11.61,21.36,0.79,0.03583376,1,0,"No",0.543539326
"20H",4365,"Lythraceae","Lagerstroemia","speciosa","Lagerstroemia speciosa","Tree",8.79,15.57,0.68,0.019040007,1,0,"No",0.564547206
"20H",4366,"Malvaceae","Sterculia","excelsa","Sterculia excelsa","Tree",12.65,59.97,0.55,0.282460666,1,0,"No",0.210938803
"20H",4369,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",11.04,56.52279806,0.39,0.250921102,22,1,"Yes",0.195319418
"20H",4370,"Fabaceae","Amburana","cearensis","Amburana cearensis","Tree",17.58,40.11,0.51,0.126355807,1,0,"No",0.43829469
"20H",4371,"Malvaceae","Theobroma","subincanum","Theobroma subincanum","Tree",12.15,35.49,0.47,0.098924048,1,0,"No",0.342349958
"20H",4373,"Malvaceae","Theobroma","bicolor","Theobroma bicolor","Tree",15.8,32.37,0.53,0.082295347,1,0,"No",0.488106271
"20H",4374,"Sapotaceae","Manilkara","bidentata","Manilkara bidentata","Tree",14.85,38.87,0.84,0.118663994,1,0,"No",0.382042706
"20H",4375,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",23.82,82.38,0.47,0.533007668,1,0,"No",0.289147851
"20H",4376,"Malvaceae","Scleronema","micranthum","Scleronema micranthum","Tree",14.34,52.78,0.62,0.218790597,1,0,"No",0.271693823
"20H",4377,"Myrtaceae","Eugenia","sprengelii","Eugenia sprengelii","Tree",11.28,40.74,0.73,0.130356272,1,0,"No",0.276877761
"20I",4378,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",27.79,117.14,0.44,1.07770605,1,0,"No",0.237237494
"20I",4382,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",19.35,48.32,0.54,0.183376522,1,0,"No",0.400455298
"20I",4385,"Fabaceae","Brownea",NA,NA,"Tree",10.14,31.90618279,1.21,0.079953886,2,1,"Yes",0.317806742
"20I",4386,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",22.43,40.62,0.54,0.129589472,1,0,"No",0.552191039
"20I",4387,"Euphorbiaceae","Hevea",NA,NA,"Tree",18.14,32.85,0.5,0.084754083,1,0,"No",0.552207002
"20I",4388,"Bignoniaceae",NA,NA,NA,"Tree",17.14,75.7571726,0.64,0.450751724,2,1,"Yes",0.226249204
"20J",4390,"Malvaceae","Pachira","insignis","Pachira insignis","Tree",26.15,100.08,0.45,0.786655303,1,0,"No",0.261290967
"20J",4392,"Hernandiaceae","Hernandia",NA,NA,"Tree",25.43,58.76,0.3,0.271177377,1,0,"No",0.4327774
"20J",4393,"Hernandiaceae","Hernandia",NA,NA,"Tree",16.07,19.61,0.3,0.030202651,1,0,"No",0.819479857
"20J",4394,"Arecaceae","Allagoptera","caudescens","Allagoptera caudescens","Palm",15.44,20.47,0.71,0.032909825,1,0,"No",0.754274548
"20J",4395,"Sapindaceae",NA,NA,NA,"Tree",23.12,37.27,0.75,0.10909596,1,0,"No",0.620338074
"20J",4396,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",23.85,50.93,0.53,0.203721673,1,0,"No",0.46828981
"20J",4397,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",19.35,52.65,0.54,0.217714138,1,0,"No",0.367521368
"20J",4398,"Annonaceae","Annona","glabra","Annona glabra","Tree",10.44,23.79353273,0.5,0.044463919,2,1,"Yes",0.438774692
"20J",4404,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",15,36.78254341,0.39,0.106260876,8,1,"Yes",0.407802142
"20J",4405,"Arecaceae","Phytelephas","macrocarpa","Phytelephas macrocarpa","Palm",2.6,55.9417018,0.54,0.245788313,3,1,"Yes",0.046476956
"20K",4410,"Arecaceae","Attalea","butyracea","Attalea butyracea","Palm",11.57,35.81,0.54,0.100716013,1,0,"No",0.323094108
"20K",4411,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",12.46,46.21182424,0.39,0.167724346,13,1,"Yes",0.269627962
"20K",4413,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",5.95,15.66,0.43,0.019260759,1,0,"No",0.379948914
"20K",4415,"Arecaceae","Oenocarpus","mapora","Oenocarpus mapora","Palm",7.68,33.170716,0.65,0.086417077,9,1,"Yes",0.231529521
"20K",4417,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",6.8,24.94512778,0.43,0.048872139,3,1,"Yes",0.272598323
"20K",4418,"Malvaceae","Theobroma","cacao","Theobroma cacao","Shrub",5.72,12.19,0.43,0.01167071,1,0,"No",0.46923708
"20K",4419,"Euphorbiaceae",NA,NA,NA,"Tree",22.59,42.65,0.46,0.142865693,1,0,"No",0.529660023
"20K",4421,NA,NA,NA,NA,"Tree",18.02,29.05324767,0.66,0.066294768,2,1,"Yes",0.62024047
"20K",4424,"Euphorbiaceae","Hura","crepitans","Hura crepitans","Tree",30.42,139.74,0.37,1.533668011,1,0,"No",0.217689996
"20K",4427,"Lecythidaceae",NA,NA,NA,"Shrub/tree",15.28,40.68,0.66,0.129972589,1,0,"No",0.375614553
"20K",4429,NA,NA,NA,NA,"Shrub/tree",11.6,12.32,0.62,0.011920962,1,0,"No",0.941558442
"20K",4430,"Lecythidaceae",NA,NA,NA,"Shrub/tree",18.55,74.9,0.66,0.440609155,1,0,"No",0.247663551
"20K",4431,"Lauraceae",NA,NA,NA,"Tree",18.98,25.78,0.54,0.052198222,1,0,"No",0.736229635
"20K",4432,"Clusiaceae","Garcinia","macrophylla","Garcinia macrophylla","Tree",18.22,30.75,0.87,0.074264305,1,0,"No",0.592520325
"20K",4433,"Clusiaceae","Platonia","insignis","Platonia insignis","Tree",18.84,48.89,0.7,0.18772839,1,0,"No",0.385354878
"20D",4434,"Arecaceae","Iriartea","deltoidea","Iriartea deltoidea","Palm",19.87,37.08,0.18,0.107986467,1,0,"No",0.535868393
"20D",4436,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",12.61,37.24,0.76,0.1089204,1,0,"No",0.338614393
"20D",4437,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",33.35,93.96,0.47,0.693387323,1,0,"No",0.354938272
"20F",4439,"Piperaceae","Piper","tuberculatum","Piper tuberculatum","Shrub/tree",6.22,19.01789421,0.39,0.028406304,3,1,"Yes",0.327060395
"21A",4441,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",7.8,10.66,0.53,0.008924919,1,0,"No",0.731707317
"21A",4443,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",25.22,105.07,0.53,0.867056395,1,0,"No",0.240030456
"21A",4444,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",24.71,79.26,0.53,0.493398719,1,0,"No",0.311758769
"21A",4445,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",9.7,30.59,0.53,0.073493484,1,0,"No",0.317097091
"21A",4446,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",25.18,69.46,0.53,0.378930392,1,0,"No",0.362510798
"21A",4448,"Bignoniaceae","Crescentia","cujete","Crescentia cujete","Tree",6.58,23.72301836,0.7,0.044200764,2,1,"Yes",0.277367741
"21A",4459,"Anacardiaceae","Spondias","dulcis","Spondias dulcis","Tree",7.56,18.14,0.37,0.025844281,1,0,"No",0.416758545
"21A",4460,"Malvaceae","Patinoa","paraensis","Patinoa paraensis","Tree",15.3,23.05,0.47,0.041728401,1,0,"No",0.663774403
"21A",4462,"Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Tree",18.68,77.99,0.73,0.477713728,1,0,"No",0.239517887
"21A",4464,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",20.48,53.48,0.54,0.224632546,1,0,"No",0.382946896
"21A",4467,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",22.66,59.17,0.54,0.274974879,1,0,"No",0.38296434
"21A",4469,"Salicaceae",NA,NA,NA,"Tree",20.7,105.36,0.74,0.871849264,1,0,"No",0.196469248
"21A",4472,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",11.8,45.78651111,0.39,0.164651232,15,1,"Yes",0.257717824
"21A",4473,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",14.93,53.86,0.54,0.227836122,1,0,"No",0.277200149
"21A",4474,"Calophyllaceae","Mammea","americana","Mammea americana","Tree",16.39,44.66,0.62,0.156648889,1,0,"No",0.366995074
"21B",4487,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",20.73,38.36,0.54,0.115570523,1,0,"No",0.540406674
"21B",4488,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",20.66,49.4,0.53,0.191665426,1,0,"No",0.418218623
"21B",4489,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",14.21,34.6,0.53,0.094024727,1,0,"No",0.410693642
"21B",4490,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",23.54,90.53,0.53,0.643687273,1,0,"No",0.260024301
"21B",4492,"Anacardiaceae","Spondias","dulcis","Spondias dulcis","Tree",9.12,22.76,0.37,0.040685007,1,0,"No",0.400702988
"21B",4493,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",8.03,22.98,0.54,0.041475338,1,0,"No",0.349434291
"21B",4496,"Anacardiaceae","Spondias","purpurea","Spondias purpurea","Tree",6.63,17.37368412,0.72,0.023706843,2,1,"Yes",0.381611635
"21B",4501,"Moraceae","Ficus",NA,NA,NA,16.7,44.88,0.41,0.158196029,1,0,"No",0.372103387
"21B",4510,NA,NA,NA,NA,"Tree",15.38,32.44,0.62,0.082651658,1,0,"No",0.474106042
"21B",4511,"Anacardiaceae","Spondias","dulcis","Spondias dulcis","Tree",5.64,13.62,0.37,0.014569482,1,0,"No",0.414096916
"21B",4513,"Anacardiaceae","Schinopsis","lorentzii","Schinopsis lorentzii","Tree",5.58,17.54,0.99,0.0241629,1,0,"No",0.318129989
"21B",4515,"Anacardiaceae","Spondias",NA,NA,"Tree",18.76,32.79,0.35,0.084444762,1,0,"No",0.572125648
"21B",4516,"Anacardiaceae","Spondias",NA,NA,"Tree",15.69,30.46,0.35,0.072870153,1,0,"No",0.515101773
"21B",4523,"Anacardiaceae","Semecarpus",NA,NA,"Tree",18.68,44.24,0.35,0.153716369,1,0,"No",0.422242315
"21B",4524,"Lauraceae","Litsea","glutinosa","Litsea glutinosa","Tree",22.02,24.92,0.44,0.048773729,1,0,"No",0.883627608
"21B",4525,"Ochnaceae","Cespedesia","spathulata","Cespedesia spathulata","Tree",19.59,12.03,0.72,0.011366353,1,0,"No",1.628428928
"21B",4526,"Anacardiaceae","Astronium","graveolens","Astronium graveolens","Tree",12.32,17.19,0.82,0.023208209,1,0,"No",0.716695753
"21B",4532,"Fabaceae","Parkia","multijuga","Parkia multijuga","Tree",29.81,121.2341738,0.38,1.154356614,2,1,"Yes",0.245887765
"21B",4533,NA,NA,NA,NA,"Tree",13.08,22.44,0.62,0.039549007,1,0,"No",0.582887701
"21B",4534,"Malvaceae","Pachira","insignis","Pachira insignis","Tree",19.97,93.58,0.45,0.687790168,1,0,"No",0.213400299
"21B",4535,"Fabaceae","Parkia","multijuga","Parkia multijuga","Tree",31.73,112.68,0.38,0.997202958,1,0,"No",0.281593894
"21B",4536,"Anacardiaceae","Astronium","graveolens","Astronium graveolens","Tree",10.52,16.17,0.82,0.020535719,1,0,"No",0.650587508
"21B",4537,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","Palm",24.95,67.8,0.54,0.361034969,1,0,"No",0.3679941
"21B",4542,"Fabaceae","Campsiandra","laurifolia","Campsiandra laurifolia","Tree",22.49,38.62241577,0.81,0.117157137,7,1,"Yes",0.582304332
"21B",4543,NA,NA,NA,NA,"Tree",14.09,32.88,0.62,0.084908956,1,0,"No",0.428527981
"21B",4544,NA,NA,NA,NA,"Tree",10.94,12.38,0.62,0.012037358,1,0,"No",0.88368336
"21B",4547,"Lecythidaceae","Allantoma","lineata","Allantoma lineata","Tree",17.82,70.41,0.6,0.389366488,1,0,"No",0.25308905
"21B",4548,"Anacardiaceae","Spondias",NA,NA,"Tree",11.16,14.2,0.35,0.015836769,1,0,"No",0.785915493
"21B",4550,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",26.27,137.51,0.37,1.485109395,1,0,"No",0.191040652
"21B",4552,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",25.64,119.37,0.37,1.119129308,1,0,"No",0.214794337
"21B",4554,"Arecaceae","Acrocomia","intumescens","Acrocomia intumescens","Palm",21.37,26.1,0.54,0.053502108,1,0,"No",0.818773946
"21B",4556,"Myrtaceae","Plinia","edulis","Plinia edulis","Tree",13.14,41.63,0.95,0.136113971,1,0,"No",0.315637761
"21C",4557,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",20.69,89.13,0.53,0.623932624,1,0,"No",0.23213284
"21C",4558,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",17.56,59.84,0.53,0.281237385,1,0,"No",0.293449198
"21C",4559,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",21.55,56.15,0.71,0.2476221,1,0,"No",0.383793411
"21C",4560,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",22.68,38.2,0.71,0.114608442,1,0,"No",0.593717277
"21C",4561,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",12.68,16.3,0.71,0.020867244,1,0,"No",0.77791411
"21C",4562,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",12.68,15.53,0.71,0.018942304,1,0,"No",0.816484224
"21C",4564,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",21.49,30.05,0.71,0.070921651,1,0,"No",0.715141431
"21C",4565,"Arecaceae","Acrocomia","intumescens","Acrocomia intumescens","Palm",15.87,26.1,0.54,0.053502108,1,0,"No",0.608045977
"21C",4567,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",21.51,23.55,0.71,0.043558378,1,0,"No",0.913375796
"21C",4568,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",27.4,48.64,0.71,0.185813393,1,0,"No",0.563322368
"21C",4571,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",28.58,39.22,0.71,0.120810605,1,0,"No",0.728709842
"21C",4572,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",18.22,18.14,0.71,0.025844281,1,0,"No",1.004410143
"21C",4573,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",31,43.93,0.71,0.151569664,1,0,"No",0.705668108
"21C",4574,"Rubiaceae","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",31,50.61,0.71,0.201169694,1,0,"No",0.612527169
"22A",4577,"Arecaceae","Manicaria","saccifera","Manicaria saccifera","Palm",3.39,60.70778533,0.54,0.289453404,6,1,"Yes",0.055841273
"22A",4578,"Salicaceae","Flacourtia","jangomas","Flacourtia jangomas","Tree",12.06,57.39645895,0.92,0.258737919,5,1,"Yes",0.210117492
"22A",4581,"Myrtaceae","Syzygium","jambos","Syzygium jambos","Tree",16.65,94.79,0.7,0.705691567,1,0,"No",0.17565144
"22A",4588,"Salicaceae","Flacourtia","jangomas","Flacourtia jangomas","Tree",8.53,15.35276522,0.62,0.018512416,2,1,"Yes",0.555600237
"22A",4594,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",5.6,19.74,0.55,0.030604422,1,0,"No",0.283687943
"22A",4595,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",24.56,111.92,0.55,0.983796525,1,0,"No",0.219442459
"22A",4596,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",12.14,44.37,0.55,0.154621093,1,0,"No",0.273608294
"22A",4597,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",20.41,161.32,0.55,2.043931364,1,0,"No",0.126518721
"22A",4598,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",18.28,77.47790007,0.55,0.471460773,2,1,"Yes",0.235938248
"22A",4599,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",18.48,145.21,0.55,1.656086177,1,0,"No",0.127263963
"22B",4600,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",36.98,72.51,0.52,0.4129388,1,0,"No",0.509998621
"22B",4601,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",19.17,56.09,0.53,0.247093182,1,0,"No",0.341772152
"22B",4602,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",17.21,39.53,0.53,0.122727958,1,0,"No",0.435365545
"22B",4603,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",22.47,106.32,0.53,0.88780956,1,0,"No",0.211343115
"22B",4604,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",18.91,43.48,0.53,0.14848034,1,0,"No",0.434912603
"22B",4605,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",14.78,36.86,0.53,0.106708875,1,0,"No",0.400976668
"22B",4606,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",25.31,99.63,0.53,0.779596969,1,0,"No",0.254039948
"22B",4607,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",15.16,27.57,0.53,0.059698499,1,0,"No",0.54987305
"22B",4608,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",24.62,33.42,0.54,0.087720838,1,0,"No",0.73668462
"22B",4609,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",24.12,28.78,0.54,0.065053619,1,0,"No",0.838082001
"22B",4610,"Arecaceae","Sabal","mauritiiformis","Sabal mauritiiformis","Palm",13.48,23.17,0.54,0.042164014,1,0,"No",0.581786793
"22B",4611,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",12.87,46.66,0.54,0.170993401,1,0,"No",0.275825118
"22B",4612,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",27.83,114.65,0.35,1.032376237,1,0,"No",0.24273877
"22B",4613,"Arecaceae","Phoenix","pusilla","Phoenix pusilla","Palm",4.45,26.42,0.54,0.05482208,1,0,"No",0.168433005
"22B",4614,"Arecaceae","Phoenix",NA,NA,"Palm",6.02,22.6,0.54,0.040114997,1,0,"No",0.266371681
"22B",4617,"Arecaceae","Phoenix","canariensis","Phoenix canariensis","Palm",15.66,68.44,0.48,0.367883139,1,0,"No",0.228813559
"22B",4618,"Euphorbiaceae","Sapium","haematospermum","Sapium haematospermum","Tree",17.32,17.13,0.33,0.02304648,1,0,"No",1.011091652
"22B",4619,"Myrtaceae","Eugenia","sprengelii","Eugenia sprengelii","Tree",14.14,45.81649812,0.52,0.164866973,4,1,"Yes",0.308622452
"22C",4621,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",9.14,26.8,0.65,0.056410438,1,0,"No",0.341044776
"22C",4622,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",8.48,25.72,0.65,0.051955534,1,0,"No",0.32970451
"22C",4627,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",10.13,27.5,0.65,0.059395736,1,0,"No",0.368363636
"22C",4628,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",9.73,26.10974722,0.65,0.053542077,2,1,"Yes",0.372657763
"22C",4629,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",9.89,33.68,0.65,0.089091044,1,0,"No",0.293646081
"22C",4630,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",11.91,27.95,0.65,0.061355501,1,0,"No",0.426118068
"22C",4633,"Myrtaceae","Syzygium","aromaticum","Syzygium aromaticum","Tree",8.57,37.82,0.65,0.112339615,1,0,"No",0.226599683
"22C",4635,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",13.19,84.03,0.53,0.554572855,1,0,"No",0.15696775
"22C",4636,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",10.69,41.51,0.53,0.135330395,1,0,"No",0.257528306
"22C",4637,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",16.53,66.84,0.53,0.350883353,1,0,"No",0.247307002
"22C",4638,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",15.76,105.36,0.53,0.871849264,1,0,"No",0.149582384
"22C",4639,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",18.05,100.27,0.53,0.789645039,1,0,"No",0.180013962
"22C",4640,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",20.04,66.84,0.53,0.350883353,1,0,"No",0.299820467
"22C",4641,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",15.44,27.06,0.53,0.057510278,1,0,"No",0.570583888
"22C",4642,"Meliaceae","Carapa","guianensis","Carapa guianensis","Tree",20.2,72.26,0.53,0.410096248,1,0,"No",0.279546084
"22C",4643,"Anacardiaceae","Spondias","dulcis","Spondias dulcis","Tree",7.28,25.97,0.37,0.052970464,1,0,"No",0.28032345
"22C",4644,"Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Tree",10.23,30.88,0.95,0.074893558,1,0,"No",0.331282383
"22C",4647,"Anacardiaceae","Spondias",NA,NA,"Tree",13.28,45.47122717,0.35,0.162391477,2,1,"Yes",0.292052817
"22C",4649,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",18.59,39.79,0.54,0.124347701,1,0,"No",0.467202815
"22C",4650,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",15.6,42.53,0.54,0.14206289,1,0,"No",0.366799906
"22C",4651,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",18.99,82,0.57,0.528101725,1,0,"No",0.231585366
"22C",4652,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",20.43,87.54,0.57,0.601870373,1,0,"No",0.233379027
"22C",4653,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",26.63,35.91,0.54,0.1012793,1,0,"No",0.741576163
"22C",4657,"Malvaceae","Hibiscus",NA,NA,"Tree",11.3,28.67472406,0.46,0.064578563,3,1,"Yes",0.394075283
"22C",4661,"Malvaceae","Thespesia","populneoides","Thespesia populneoides","Shrub",6.2,20.50632341,0.62,0.033026723,3,1,"Yes",0.302345763
