"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"3A",456,"ARECACEAE","Bentinckia","nicobarica","Bentinckia nicobarica","Arborescent",19.71,32.12,0.54,1,0,"No",0.613636363636364,0.0810290886947432
"3A",457,"ARECACEAE","Attalea","phalerata","Attalea phalerata","Arborescent",2.49,25.56,0.33,1,0,"No",0.0974178403755869,0.0513111301562575
"3A",458,"ARECACEAE","Sabal","causiarum","Sabal causiarum","Arborescent",9.38,50.93,0.54,1,0,"No",0.184174356960534,0.203721672856111
"3A",459,"ARECACEAE","Phoenix","reclinata","Phoenix reclinata","Arborescent",10.38,44.0663431657314,0.48,3,1,"Yes",0.235553922887618,0.152511961164693
"3A",461,"ARECACEAE","Syagrus","cocoides","Syagrus cocoides","Arborescent",6.02,14.48,0.54,1,0,"No",0.415745856353591,0.0164674747078808
"3A",462,"ARECACEAE","Syagrus","cocoides","Syagrus cocoides","Arborescent",3.9,17.35,0.54,1,0,"No",0.22478386167147,0.0236422518641308
"3A",463,"ARECACEAE","Astrocaryum","murumuru","Astrocaryum murumuru","Arborescent",11.19,21.65,0.43,1,0,"No",0.516859122401848,0.036813379064306
"3A",464,"ARECACEAE","Attalea","phalerata","Attalea phalerata","Arborescent",8.42,45.07,0.33,1,0,"No",0.186820501442201,0.159538313776024
"3A",466,"ARECACEAE","Elaeis","guineensis","Elaeis guineensis","Arborescent",15.48,39.47,0.54,1,0,"No",0.392196605016468,0.122355679765196
"3A",468,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",16.33,54.94,0.52,1,0,"No",0.297233345467783,0.237064864383225
"3A",470,"ARECACEAE","Rhopaloblaste","ceramica","Rhopaloblaste ceramica","Arborescent",14.42,23.24,0.54,1,0,"No",0.620481927710843,0.042419166309537
"3A",472,"ARECACEAE","Attalea","phalerata","Attalea phalerata","Arborescent",9.85,61.43,0.33,1,0,"No",0.160345108253296,0.296381377377415
"3A",473,"ARECACEAE","Syagrus",NA,"Syagrus NA","Arborescent",4.97,15.63,0.54,1,0,"No",0.317978246960972,0.019187033658369
"3A",474,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",11.83,49.15,0.52,1,0,"No",0.240691759918616,0.189730401477789
"3A",475,"ARECACEAE","Aiphanes","minima","Aiphanes minima","Arborescent",4.06,10.19,0.54,1,0,"No",0.398429833169774,0.00815526822343538
"3A",476,"ARECACEAE","Sabal","bermudana","Sabal bermudana","Arborescent",4.06,22.7,0.54,1,0,"No",0.178854625550661,0.0404707819617071
"3A",478,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",18.41,26.04,0.83,1,0,"No",0.706989247311828,0.0532564043273603
"3A",479,"ARECACEAE","Phoenix","dactylifera","Phoenix dactylifera","Arborescent",11.09,27.69,0.48,1,0,"No",0.400505597688696,0.0602193124750522
"3A",481,"ARECACEAE","Allagoptera","caudescens","Allagoptera caudescens","Arborescent",10.39,15.53,0.54,1,0,"No",0.669027688345138,0.0189423035906544
"3A",484,"ARECACEAE","Oenocarpus","mapora","Oenocarpus mapora","Arborescent",11,25.9235529972263,0.71,5,1,"Yes",0.424324551544958,0.0527811598986885
"3A",485,"ARECACEAE","Sabal","palmetto","Sabal palmetto","Arborescent",6.48,30.18,0.54,1,0,"No",0.214711729622266,0.071536609412289
"3A",488,"ARECACEAE","Euterpe","precatoria","Euterpe precatoria","Arborescent",15.34,14.96,0.54,1,0,"No",1.02540106951872,0.017577336560541
"3A",489,"ARECACEAE","Sabal","mauritiiformis","Sabal mauritiiformis","Arborescent",10.98,18.02,0.54,1,0,"No",0.609322974472808,0.0255034805777685
"3A",491,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",25.03,37.31,0.52,1,0,"No",0.670865719646207,0.109330259632295
"3A",492,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",13.34,26.23,0.71,1,0,"No",0.508577964163172,0.0540364068053752
"3A",493,"ARECACEAE","Syagrus",NA,"Syagrus NA","Arborescent",9.64,31.1,0.54,1,0,"No",0.309967845659164,0.0759644957619646
"3A",494,"ARECACEAE","Phoenix","dactylifera","Phoenix dactylifera","Arborescent",9.88,25.02,0.48,1,0,"No",0.394884092725819,0.0491659564446068
"3A",496,"MORACEAE","Ficus","religiosa","Ficus religiosa","Tree",10.63,73.15,0.44,1,0,"No",0.145317840054682,0.420260470398208
"3A",497,"BORAGINACEAE","Cordia","superba","Cordia superba","Shrub/tree",5.27,25.62,0.54,1,0,"No",0.205698672911788,0.0515523102242736
"3A",498,"ARECACEAE","Hyophorbe","verschaffeltii","Hyophorbe verschaffeltii","Arborescent",5.71,21.96,0.54,1,0,"No",0.260018214936248,0.0378751666953847
"3A",499,"ARECACEAE","Attalea","funifera","Attalea funifera","Arborescent",6.77,21.68,0.33,1,0,"No",0.312269372693727,0.0369154729715661
"3A",500,"ARECACEAE","Livistona",NA,"Livistona NA","Arborescent",14.51,26.1,0.71,1,0,"No",0.555938697318008,0.0535021082887976
"3A",502,"ARECACEAE","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Arborescent",11.71,21.61,0.83,1,0,"No",0.54187875983341,0.0366774737661118
"3A",504,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",16.29,21.74,0.52,1,0,"No",0.749310027598896,0.0371200849010944
"3A",505,"ARECACEAE","Rhopaloblaste","ceramica","Rhopaloblaste ceramica","Arborescent",14.34,23.08,0.54,1,0,"No",0.621317157712305,0.0418370920226798
"3A",506,"ARECACEAE","Astrocaryum","murumuru","Astrocaryum murumuru","Arborescent",9.05,19.54,0.43,1,0,"No",0.463152507676561,0.0299874129403841
"3A",511,"LEGUMINOSAE","Entada","polystachya","Entada polystachya","Tree",9.13,51.0827779197647,0.52,3,1,"Yes",0.178729512602866,0.20494573945571
"3A",512,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",28.41,56.53,0.52,1,0,"No",0.502565009729347,0.250985049373777
"3A",513,"ARECACEAE","Astrocaryum","murumuru","Astrocaryum murumuru","Arborescent",11.59,22.6,0.43,1,0,"No",0.51283185840708,0.0401149965936881
"3A",516,"ARECACEAE","Syagrus",NA,"Syagrus NA","Arborescent",12.76,21.1,0.54,1,0,"No",0.604739336492891,0.0349667116326178
"3A",517,"ARECACEAE","Hyophorbe","verschaffeltii","Hyophorbe verschaffeltii","Arborescent",5.32,20.21,0.54,1,0,"No",0.2632360217714,0.0320791245990524
"3A",518,"ARECACEAE","Euterpe","oleracea","Euterpe oleracea","Arborescent",14.5,18.7492639855542,0.39,3,1,"Yes",0.773363691031917,0.0276094864830106
"3A",520,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",15.82,26.74,0.71,1,0,"No",0.591623036649215,0.0561581363818485
"3A",521,"ARECACEAE","Syagrus","x","Syagrus x","Arborescent",5.33,27.18,0.54,1,0,"No",0.196100073583517,0.0580214778165457
"3A",522,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",23.17,61.12,0.52,1,0,"No",0.379090314136126,0.29339761048476
"3A",525,"ARECACEAE","Butia","capitata","Butia capitata","Arborescent",2.52,23.68,0.54,1,0,"No",0.106418918918919,0.0440406051099077
"3A",526,"ARECACEAE","Phoenix","reclinata","Phoenix reclinata","Arborescent",8.64,51.9877110479005,0.48,2,1,"Yes",0.166193121909893,0.212271297351369
"3A",529,"ARECACEAE","Phoenicophorium","borsigianum","Phoenicophorium borsigianum","Arborescent",10.04,16.23,0.54,1,0,"No",0.618607516943931,0.0206884007875196
"3A",531,"ARECACEAE","Hyophorbe","lagenicaulis","Hyophorbe lagenicaulis","Arborescent",3.63,13.59,0.54,1,0,"No",0.267108167770419,0.0145053694541364
"3A",532,"ARECACEAE","Roystonea","regia","Roystonea regia","Arborescent",20.13,52.39,0.52,1,0,"No",0.38423363237259,0.215569184239475
"3A",533,"ARECACEAE","Phoenix","canariensis","Phoenix canariensis","Arborescent",1.99,49.85,0.48,1,0,"No",0.0399197592778335,0.195173210750134
"3B",537,"ARECACEAE","Veitchia","joannis","Veitchia joannis","Arborescent",14.75,15.6,0.54,1,0,"No",0.94551282051282,0.0191134497044403
"3B",538,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",7.98,52.84,0.33,1,0,"No",0.151021953065859,0.219288319432519
"3B",540,"ARECACEAE","Sabal","mexicana","Sabal mexicana","Arborescent",3.53,47.75,0.54,1,0,"No",0.0739267015706806,0.179075689993139
"3B",542,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",31,53.48,0.52,1,0,"No",0.579655946148093,0.224632545527394
"3B",543,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",31,54.43,0.52,1,0,"No",0.569538857247841,0.232684015529555
"3B",545,"ARECACEAE","Adonidia","merrillii","Adonidia merrillii","Arborescent",8.46,15.28,0.54,1,0,"No",0.553664921465969,0.0183373506552975
"3B",547,"ARECACEAE","Phytelephas","macrocarpa","Phytelephas macrocarpa","Arborescent",5.5,31.4890536536111,0.54,5,1,"Yes",0.174663870832754,0.0778769795597456
"3B",549,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",30,71.46,0.52,1,0,"No",0.419815281276239,0.401066053997103
"3B",552,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",25.05,61.12,0.52,1,0,"No",0.409849476439791,0.29339761048476
"3B",553,"ARECACEAE","Phoenicophorium","borsigianum","Phoenicophorium borsigianum","Arborescent",5.87,13.69,0.54,1,0,"No",0.428780131482834,0.0147196260731113
"3B",554,"ARECACEAE","Caryota","mitis","Caryota mitis","Arborescent",3,26.468774055479,0.54,4,1,"Yes",0.113341101242995,0.0550246811683599
"3B",555,"ARECACEAE","Caryota","mitis","Caryota mitis","Arborescent",4,36.5391502364245,0.54,4,1,"Yes",0.10947162082638,0.104859254923449
"3B",558,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",16.06,26.1,0.71,1,0,"No",0.615325670498084,0.0535021082887976
"3B",560,"ARECACEAE","Acrocomia","aculeata","Acrocomia aculeata","Arborescent",18.5,23.49,0.54,1,0,"No",0.787569178373776,0.043336707713926
"3B",561,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",15.06,22.92,0.71,1,0,"No",0.657068062827225,0.0412590389744193
"3B",562,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",15.82,39.95,0.52,1,0,"No",0.395994993742178,0.125349743227774
"3B",566,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",7.35,22.44,0.71,1,0,"No",0.327540106951872,0.0395490072612173
"3B",569,"BIGNONIACEAE","Kigelia","africana","Kigelia africana","Tree",7.78,51.25,0.56,1,0,"No",0.15180487804878,0.206289736354861
"3B",573,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",8.18,28.33,0.71,1,0,"No",0.288739851747264,0.0630351848023178
"3B",574,"ARECACEAE","Phoenix","reclinata","Phoenix reclinata","Arborescent",5.5,26.9503042654438,0.48,3,1,"Yes",0.204079328597867,0.0570449530100855
"3B",581,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14.08,28.49,0.71,1,0,"No",0.494208494208494,0.0637492059806257
"3B",582,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,29.79,0.71,1,0,"No",0.469956361195032,0.0696996966257901
"3B",583,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,25.56,0.71,1,0,"No",0.54773082942097,0.0513111301562575
"3B",584,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,30.05,0.71,1,0,"No",0.465890183028286,0.0709216505043304
"3B",585,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,25.62,0.71,1,0,"No",0.546448087431694,0.0515523102242736
"3B",586,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,29.44,0.71,1,0,"No",0.47554347826087,0.0680715269631591
"3B",587,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,27.02,0.71,1,0,"No",0.518134715025907,0.0573403805292474
"3B",588,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14,29.28,0.71,1,0,"No",0.478142076502732,0.0673336296806839
"3B",590,"ARECACEAE","Sabal","mauritiiformis","Sabal mauritiiformis","Arborescent",9.14,18.3,0.54,1,0,"No",0.499453551912568,0.0263021990940171
"3B",591,"ARECACEAE","Elaeis","guineensis","Elaeis guineensis","Arborescent",12.51,40.11,0.54,1,0,"No",0.31189229618549,0.126355806859159
"3B",592,"ARECACEAE","Phoenix","pusilla","Phoenix pusilla","Arborescent",1.7,35.01,0.48,1,0,"No",0.0485575549842902,0.0962662607416069
"3B",593,"ARECACEAE","Butia","capitata","Butia capitata","Arborescent",1.9,36.13,0.54,1,0,"No",0.0525878771104345,0.102524061980145
"3B",595,"ARECACEAE","Acanthophoenix","rubra","Acanthophoenix rubra","Arborescent",6.55,23.84,0.54,1,0,"No",0.274748322147651,0.0446377590415021
"3B",598,"MYRTACEAE","Psidium","cattleyanum","Psidium cattleyanum","Tree",5.74,11.62,1.12,1,0,"No",0.493975903614458,0.0106047915773842
"3B",602,"ARECACEAE","Attalea","phalerata","Attalea phalerata","Arborescent",7.68,57.3,0.33,1,0,"No",0.134031413612565,0.257868993590121
"3B",603,"MALVACEAE","Patinoa","paraensis","Patinoa paraensis","Tree",8.83,26.74,0.47,1,0,"No",0.330216903515333,0.0561581363818485
"3B",604,"ARECACEAE","Dictyosperma","album","Dictyosperma album","Arborescent",3.73,15.6,0.54,1,0,"No",0.239102564102564,0.0191134497044403
"3B",607,"ARECACEAE","Phoenix","loureiroi","Phoenix loureiroi","Arborescent",5.28,48.8,0.48,1,0,"No",0.108196721311475,0.187037860224122
"3B",609,"ARECACEAE","Butia","yatay","Butia yatay","Arborescent",5.81,46.79,0.54,1,0,"No",0.124171831587946,0.17194754192585
"3B",613,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",18,39.31,0.54,1,0,"No",0.457898753497838,0.121365701088197
"3B",615,"ARECACEAE","Caryota","mitis","Caryota mitis","Arborescent",6.66,37.3273612782902,0.54,7,1,"Yes",0.178421398457477,0.109432031526308
"3B",616,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",11.78,28.97,0.83,1,0,"No",0.406627545736969,0.0659153969471289
"3B",617,"ARECACEAE","Attalea","maripa","Attalea maripa","Arborescent",17.45,31.19,0.33,1,0,"No",0.559474190445656,0.0764047978263468
"3B",618,"ARECACEAE","Syagrus","coronata","Syagrus coronata","Arborescent",8.89,29.13,0.54,1,0,"No",0.305183659457604,0.0666455030798232
"3B",619,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",29.06,52.49,0.52,1,0,"No",0.553629262716708,0.216392909833247
"3B",620,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",18.71,59.24,0.52,1,0,"No",0.315833896016205,0.275625872170815
"3B",622,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",4.87,62.77,0.52,1,0,"No",0.0775848335191971,0.309452601931206
"3B",623,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",16.33,57.04,0.52,1,0,"No",0.286290322580645,0.255534130514046
